# n	a_n
1	0
2	0
3	0
4	0
5	288
6	2112
7	11928
8	66192
9	353544
10	1817208
11	9092592
12	44547912
13	214532136
14	1019264736
15	4783813296
16	22238211480
17	102424615968
18	468396156360
19	2126459849880
20	9600694064496
21	43090682243160
22	192553331372616
