# n	p3_orbits
1	0
2	0
3	0
4	0
5	4
6	36
7	227
8	1312
9	7153
10	37244
11	187704
12	923269
13	4456186
14	21198897
15	99566870
16	463041531
17	2133175827
18	9756501062
19	44296694918
20	200002700951
21	897692330931
22	4011450432806
